Tools,Port 1: NDI 8700340  s/n:34802401,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 2: NDI 8700449  s/n:3532DC02,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
2,Port 1: NDI 8700340  s/n:34802401,805671973,1,OK,0.8941019,0.3973210,-0.2049217,0.0269227,182.688,65.271,-1612.413,0.2264991,4,OK,145.400,-51.770,-1511.199,OK,127.900,-88.018,-1481.590,OK,105.665,-106.729,-1433.967,OK,104.118,-166.102,-1447.879,Port 2: NDI 8700449  s/n:3532DC02,805671973,1,OK,0.6283411,-0.1650628,-0.7579457,-0.0588217,199.235,80.573,-1594.330,0.2648222,4,OK,199.304,80.629,-1594.063,OK,187.690,133.670,-1605.992,OK,115.842,107.084,-1612.360,OK,154.819,57.704,-1597.546
2,Port 1: NDI 8700340  s/n:34802401,805672033,1,OK,0.8824188,0.4192206,-0.2113916,0.0300788,181.517,68.495,-1612.726,0.2194247,4,OK,143.692,-53.603,-1517.865,OK,126.090,-91.365,-1490.307,OK,103.195,-112.527,-1444.019,OK,102.536,-171.187,-1460.802,Port 2: NDI 8700449  s/n:3532DC02,805672033,1,OK,0.6284255,-0.1648864,-0.7579018,-0.0589813,199.237,80.578,-1594.335,0.2613959,4,OK,199.305,80.635,-1594.070,OK,187.682,133.674,-1605.969,OK,115.846,107.094,-1612.343,OK,154.823,57.712,-1597.557
2,Port 1: NDI 8700340  s/n:34802401,805672096,1,OK,0.8720815,0.4110821,-0.2496955,0.0902086,182.353,70.627,-1612.492,0.2283248,4,OK,141.630,-51.554,-1518.917,OK,123.417,-89.799,-1492.492,OK,96.538,-111.467,-1448.710,OK,101.969,-170.388,-1463.407,Port 2: NDI 8700449  s/n:3532DC02,805672096,1,OK,0.6287358,-0.1648748,-0.7576514,-0.0589240,199.233,80.577,-1594.387,0.2587654,4,OK,199.297,80.636,-1594.126,OK,187.670,133.677,-1606.007,OK,115.831,107.085,-1612.327,OK,154.814,57.708,-1597.573
2,Port 1: NDI 8700340  s/n:34802401,805672156,1,OK,0.8561539,0.3946573,-0.2893142,0.1659622,183.347,72.724,-1612.506,0.2386929,4,OK,140.798,-49.048,-1519.191,OK,122.588,-87.790,-1493.698,OK,91.676,-110.295,-1452.891,OK,104.487,-168.912,-1463.568,Port 2: NDI 8700449  s/n:3532DC02,805672156,1,OK,0.6283455,-0.1648512,-0.7579969,-0.0587092,199.199,80.545,-1594.388,0.2611465,4,OK,199.260,80.600,-1594.129,OK,187.631,133.639,-1606.042,OK,115.793,107.019,-1612.424,OK,154.801,57.655,-1597.602
2,Port 1: NDI 8700340  s/n:34802401,805672216,1,OK,0.8451113,0.3909512,-0.2964795,0.2122356,178.898,74.635,-1613.989,0.2320034,4,OK,140.280,-48.071,-1520.301,OK,123.585,-87.596,-1494.944,OK,92.086,-111.639,-1455.292,OK,109.829,-169.290,-1463.850,Port 2: NDI 8700449  s/n:3532DC02,805672216,1,OK,0.6284947,-0.1645742,-0.7579089,-0.0590241,199.221,80.563,-1594.405,0.2697427,4,OK,199.286,80.618,-1594.128,OK,187.648,133.660,-1606.021,OK,115.811,107.048,-1612.391,OK,154.820,57.682,-1597.647
2,Port 1: NDI 8700340  s/n:34802401,805672276,1,OK,0.8484758,0.3912541,-0.2818542,0.2180994,174.861,72.343,-1615.067,0.2640342,4,OK,140.814,-49.988,-1519.080,OK,125.477,-89.531,-1492.989,OK,95.379,-113.684,-1452.324,OK,114.088,-171.080,-1460.603,Port 2: NDI 8700449  s/n:3532DC02,805672276,1,OK,0.6285050,-0.1646914,-0.7578736,-0.0590402,199.226,80.568,-1594.372,0.2640682,4,OK,199.287,80.629,-1594.102,OK,187.664,133.666,-1605.989,OK,115.829,107.065,-1612.355,OK,154.816,57.697,-1597.604
2,Port 1: NDI 8700340  s/n:34802401,805672339,1,OK,0.8598894,0.3882979,-0.2626771,0.2020289,173.735,66.634,-1616.126,0.2801940,4,OK,142.318,-53.773,-1516.878,OK,127.551,-92.703,-1489.549,OK,99.091,-115.726,-1447.031,OK,116.324,-173.586,-1455.490,Port 2: NDI 8700449  s/n:3532DC02,805672339,1,OK,0.6283339,-0.1650321,-0.7579696,-0.0586776,199.216,80.544,-1594.362,0.2627389,4,OK,199.276,80.598,-1594.096,OK,187.656,133.640,-1606.036,OK,115.825,107.033,-1612.396,OK,154.809,57.661,-1597.573
2,Port 1: NDI 8700340  s/n:34802401,805672399,1,OK,0.8692368,0.3847490,-0.2610599,0.1680572,179.272,64.151,-1614.594,0.2719672,4,OK,143.582,-54.558,-1514.697,OK,127.278,-92.602,-1486.964,OK,98.889,-113.962,-1443.716,OK,112.134,-172.757,-1452.848,Port 2: NDI 8700449  s/n:3532DC02,805672399,1,OK,0.6284118,-0.1648621,-0.7579343,-0.0587764,199.221,80.542,-1594.357,0.2578366,4,OK,199.283,80.600,-1594.101,OK,187.656,133.637,-1606.001,OK,115.821,107.025,-1612.377,OK,154.815,57.657,-1597.564
2,Port 1: NDI 8700340  s/n:34802401,805672459,1,OK,0.8754803,0.3791216,-0.2610943,0.1470744,184.455,59.453,-1612.884,0.2683358,4,OK,145.622,-57.350,-1511.912,OK,128.249,-94.592,-1483.734,OK,99.755,-114.599,-1439.929,OK,110.393,-173.929,-1449.063,Port 2: NDI 8700449  s/n:3532DC02,805672459,1,OK,0.6284945,-0.1648548,-0.7578554,-0.0589295,199.237,80.556,-1594.337,0.2548347,4,OK,199.300,80.614,-1594.082,OK,187.677,133.655,-1605.963,OK,115.844,107.059,-1612.335,OK,154.823,57.684,-1597.542
2,Port 1: NDI 8700340  s/n:34802401,805672519,1,OK,0.8761660,0.3765345,-0.2577457,0.1553129,181.227,58.446,-1615.015,0.2666012,4,OK,144.129,-57.874,-1512.882,OK,127.277,-95.106,-1484.327,OK,99.061,-115.104,-1440.311,OK,110.629,-174.356,-1448.836,Port 2: NDI 8700449  s/n:3532DC02,805672519,1,OK,0.6284055,-0.1650793,-0.7578882,-0.0588283,199.234,80.577,-1594.309,0.2614394,4,OK,199.298,80.632,-1594.045,OK,187.686,133.672,-1605.967,OK,115.843,107.094,-1612.326,OK,154.822,57.713,-1597.516
