Tools,Port 1: NDI 8700340  s/n:34802401,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 2: NDI 8700449  s/n:3532DC02,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
2,Port 1: NDI 8700340  s/n:34802401,805581610,1,OK,0.7675175,0.3489532,-0.4335297,0.3181205,213.267,63.854,-1632.242,0.2063395,4,OK,151.965,-61.692,-1556.006,OK,130.194,-102.236,-1537.307,OK,87.905,-128.988,-1511.512,OK,111.981,-184.956,-1511.237,Port 2: NDI 8700449  s/n:3532DC02,805581610,1,OK,0.6851246,0.2607528,-0.6057052,0.3094083,227.587,112.542,-1615.156,0.2038560,4,OK,227.646,112.603,-1614.977,OK,173.113,123.315,-1612.350,OK,167.920,47.153,-1603.416,OK,230.180,62.836,-1610.104
2,Port 1: NDI 8700340  s/n:34802401,805581670,1,OK,0.7639060,0.3504489,-0.4344172,0.3239058,211.784,64.433,-1631.891,0.1770011,4,OK,151.422,-61.854,-1556.213,OK,129.955,-102.664,-1537.569,OK,87.791,-129.943,-1512.181,OK,112.550,-185.609,-1511.755,Port 2: NDI 8700449  s/n:3532DC02,805581670,1,OK,0.6850158,0.2605891,-0.6058066,0.3095885,227.580,112.542,-1615.171,0.1986289,4,OK,227.637,112.604,-1615.000,OK,173.107,123.312,-1612.389,OK,167.912,47.152,-1603.442,OK,230.171,62.840,-1610.095
2,Port 1: NDI 8700340  s/n:34802401,805581730,1,OK,0.7610042,0.3534736,-0.4352816,0.3262805,209.903,66.167,-1630.795,0.1835364,4,OK,150.206,-60.978,-1555.965,OK,129.011,-102.024,-1537.635,OK,86.980,-129.736,-1512.541,OK,112.127,-185.234,-1512.296,Port 2: NDI 8700449  s/n:3532DC02,805581730,1,OK,0.6848300,0.2609133,-0.6059715,0.3094036,227.539,112.543,-1615.180,0.1961755,4,OK,227.600,112.607,-1615.009,OK,173.063,123.290,-1612.396,OK,167.878,47.139,-1603.517,OK,230.136,62.840,-1610.148
2,Port 1: NDI 8700340  s/n:34802401,805581793,1,OK,0.7539375,0.3653289,-0.4314730,0.3345804,206.040,68.401,-1629.464,0.1965596,4,OK,150.353,-61.455,-1556.249,OK,130.437,-103.387,-1538.488,OK,89.289,-132.709,-1513.657,OK,116.109,-187.393,-1514.194,Port 2: NDI 8700449  s/n:3532DC02,805581793,1,OK,0.6844358,0.2605486,-0.6063374,0.3098661,227.498,112.528,-1615.206,0.1865868,4,OK,227.562,112.594,-1615.057,OK,173.015,123.274,-1612.494,OK,167.839,47.106,-1603.600,OK,230.094,62.827,-1610.118
2,Port 1: NDI 8700340  s/n:34802401,805581853,1,OK,0.7571436,0.3729661,-0.4221617,0.3307709,203.062,66.774,-1629.658,0.1875724,4,OK,149.899,-63.862,-1555.922,OK,130.665,-105.992,-1537.892,OK,90.300,-135.672,-1512.285,OK,117.410,-190.224,-1513.831,Port 2: NDI 8700449  s/n:3532DC02,805581853,1,OK,0.6841742,0.2608440,-0.6065289,0.3098206,227.426,112.515,-1615.262,0.2000817,4,OK,227.484,112.578,-1615.088,OK,172.937,123.242,-1612.578,OK,167.788,47.068,-1603.711,OK,230.042,62.808,-1610.229
2,Port 1: NDI 8700340  s/n:34802401,805581913,1,OK,0.7497656,0.3855202,-0.4118457,0.3458450,196.415,65.950,-1630.001,0.1734608,4,OK,149.813,-67.332,-1556.631,OK,132.636,-110.399,-1538.618,OK,93.843,-142.049,-1512.952,OK,123.430,-195.273,-1514.955,Port 2: NDI 8700449  s/n:3532DC02,805581913,1,OK,0.6836963,0.2609592,-0.6070428,0.3097720,227.396,112.511,-1615.230,0.1835818,4,OK,227.454,112.565,-1615.076,OK,172.896,123.230,-1612.588,OK,167.760,47.059,-1603.816,OK,230.013,62.798,-1610.214
2,Port 1: NDI 8700340  s/n:34802401,805581973,1,OK,0.7463453,0.3908628,-0.4072777,0.3525902,192.340,64.996,-1631.030,0.1979733,4,OK,148.641,-69.356,-1557.756,OK,132.412,-112.797,-1539.908,OK,94.339,-145.267,-1514.123,OK,124.988,-197.876,-1516.297,Port 2: NDI 8700449  s/n:3532DC02,805581973,1,OK,0.6839728,0.2607747,-0.6066734,0.3100406,227.368,112.500,-1615.289,0.2013871,4,OK,227.435,112.564,-1615.118,OK,172.874,123.210,-1612.638,OK,167.730,47.033,-1603.763,OK,229.997,62.804,-1610.245
2,Port 1: NDI 8700340  s/n:34802401,805582033,1,OK,0.7325611,0.4005607,-0.4079231,0.3694646,187.905,65.108,-1632.531,0.1843339,4,OK,148.628,-71.852,-1561.684,OK,133.909,-116.162,-1544.572,OK,96.759,-150.540,-1519.920,OK,129.687,-201.772,-1522.147,Port 2: NDI 8700449  s/n:3532DC02,805582033,1,OK,0.6834748,0.2604580,-0.6071712,0.3104302,227.330,112.488,-1615.336,0.2062299,4,OK,227.386,112.545,-1615.150,OK,172.830,123.185,-1612.790,OK,167.692,47.024,-1603.882,OK,229.964,62.791,-1610.285
2,Port 1: NDI 8700340  s/n:34802401,805582093,1,OK,0.7323730,0.4014535,-0.4047032,0.3723979,186.815,65.285,-1632.867,0.1770575,4,OK,148.796,-71.752,-1561.468,OK,134.476,-116.099,-1544.121,OK,97.676,-150.679,-1519.295,OK,130.981,-201.667,-1521.441,Port 2: NDI 8700449  s/n:3532DC02,805582093,1,OK,0.6835899,0.2606548,-0.6070695,0.3102105,227.332,112.499,-1615.308,0.1926010,4,OK,227.389,112.557,-1615.144,OK,172.837,123.199,-1612.715,OK,167.695,47.032,-1603.863,OK,229.960,62.801,-1610.259
2,Port 1: NDI 8700340  s/n:34802401,805582153,1,OK,0.7461656,0.3939888,-0.3841676,0.3747333,182.907,59.586,-1638.136,0.1997590,4,OK,147.901,-74.644,-1560.131,OK,134.362,-118.344,-1540.731,OK,98.577,-152.010,-1513.234,OK,131.997,-202.953,-1514.502,Port 2: NDI 8700449  s/n:3532DC02,805582153,1,OK,0.6839024,0.2606949,-0.6067594,0.3100946,227.364,112.494,-1615.287,0.1929486,4,OK,227.428,112.557,-1615.131,OK,172.870,123.206,-1612.642,OK,167.719,47.030,-1603.781,OK,229.997,62.798,-1610.225
