Tools,Port 1: NDI 8700340  s/n:34802401,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 2: NDI 8700449  s/n:3532DC02,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
2,Port 1: NDI 8700340  s/n:34802401,805595248,1,OK,0.7274153,0.3609419,-0.5047653,0.2929163,215.547,64.993,-1631.435,0.1591465,4,OK,139.849,-64.343,-1578.052,OK,114.028,-105.299,-1566.451,OK,67.764,-132.244,-1549.267,OK,89.117,-189.209,-1552.746,Port 2: NDI 8700449  s/n:3532DC02,805595248,1,OK,0.6850425,0.2600933,-0.6057072,0.3101403,227.545,112.718,-1615.135,0.1762373,4,OK,227.608,112.779,-1614.996,OK,173.066,123.477,-1612.368,OK,167.890,47.337,-1603.358,OK,230.136,63.026,-1609.956
2,Port 1: NDI 8700340  s/n:34802401,805595251,1,OK,0.7275348,0.3611190,-0.5045352,0.2927976,215.554,64.981,-1631.474,0.1528406,4,OK,139.901,-64.366,-1578.041,OK,114.094,-105.337,-1566.488,OK,67.849,-132.282,-1549.236,OK,89.197,-189.250,-1552.733,Port 2: NDI 8700449  s/n:3532DC02,805595251,1,OK,0.6851958,0.2600079,-0.6055709,0.3101393,227.544,112.721,-1615.140,0.1783733,4,OK,227.610,112.783,-1615.002,OK,173.066,123.492,-1612.359,OK,167.886,47.346,-1603.325,OK,230.126,63.029,-1609.948
2,Port 1: NDI 8700340  s/n:34802401,805595254,1,OK,0.7275546,0.3609362,-0.5044802,0.2930684,215.575,64.972,-1631.410,0.1530045,4,OK,139.936,-64.365,-1577.930,OK,114.139,-105.330,-1566.316,OK,67.920,-132.281,-1549.099,OK,89.253,-189.239,-1552.549,Port 2: NDI 8700449  s/n:3532DC02,805595254,1,OK,0.6848056,0.2599669,-0.6059729,0.3102504,227.541,112.708,-1615.105,0.1802015,4,OK,227.606,112.772,-1614.961,OK,173.057,123.469,-1612.385,OK,167.880,47.327,-1603.370,OK,230.126,63.012,-1609.928
2,Port 1: NDI 8700340  s/n:34802401,805595257,1,OK,0.7274754,0.3610429,-0.5045796,0.2929624,215.561,64.974,-1631.454,0.1538498,4,OK,139.912,-64.379,-1578.032,OK,114.107,-105.345,-1566.431,OK,67.875,-132.296,-1549.228,OK,89.221,-189.259,-1552.703,Port 2: NDI 8700449  s/n:3532DC02,805595257,1,OK,0.6849159,0.2599924,-0.6058542,0.3102176,227.540,112.711,-1615.123,0.1832298,4,OK,227.602,112.773,-1614.973,OK,173.063,123.472,-1612.390,OK,167.880,47.328,-1603.361,OK,230.123,63.019,-1609.950
2,Port 1: NDI 8700340  s/n:34802401,805595260,1,OK,0.7275700,0.3609679,-0.5044541,0.2930361,215.544,64.948,-1631.564,0.1548608,4,OK,139.910,-64.387,-1578.067,OK,114.122,-105.358,-1566.504,OK,67.881,-132.306,-1549.238,OK,89.232,-189.269,-1552.699,Port 2: NDI 8700449  s/n:3532DC02,805595260,1,OK,0.6851285,0.2598507,-0.6056282,0.3103080,227.532,112.703,-1615.127,0.1970338,4,OK,227.601,112.771,-1614.961,OK,173.052,123.469,-1612.389,OK,167.866,47.328,-1603.292,OK,230.119,63.012,-1609.944
2,Port 1: NDI 8700340  s/n:34802401,805595263,1,OK,0.7278191,0.3610947,-0.5041283,0.2928219,215.545,64.969,-1631.468,0.1511644,4,OK,139.954,-64.361,-1577.913,OK,114.158,-105.334,-1566.294,OK,67.948,-132.275,-1549.012,OK,89.286,-189.234,-1552.495,Port 2: NDI 8700449  s/n:3532DC02,805595263,1,OK,0.6849844,0.2598880,-0.6057801,0.3102983,227.529,112.707,-1615.126,0.1835961,4,OK,227.588,112.771,-1614.976,OK,173.050,123.471,-1612.393,OK,167.867,47.333,-1603.339,OK,230.117,63.013,-1609.938
2,Port 1: NDI 8700340  s/n:34802401,805595266,1,OK,0.7276607,0.3609304,-0.5043817,0.2929817,215.486,64.944,-1631.462,0.1514813,4,OK,139.851,-64.375,-1577.951,OK,114.049,-105.347,-1566.331,OK,67.824,-132.279,-1549.091,OK,89.162,-189.251,-1552.549,Port 2: NDI 8700449  s/n:3532DC02,805595266,1,OK,0.6849820,0.2599736,-0.6057943,0.3102043,227.539,112.711,-1615.120,0.1856573,4,OK,227.605,112.776,-1614.969,OK,173.058,123.475,-1612.381,OK,167.876,47.333,-1603.343,OK,230.123,63.017,-1609.946
2,Port 1: NDI 8700340  s/n:34802401,805595269,1,OK,0.7273214,0.3607482,-0.5046206,0.2936365,215.479,64.905,-1631.461,0.1486705,4,OK,139.874,-64.452,-1577.959,OK,114.093,-105.429,-1566.391,OK,67.879,-132.393,-1549.168,OK,89.254,-189.345,-1552.564,Port 2: NDI 8700449  s/n:3532DC02,805595269,1,OK,0.6849482,0.2599252,-0.6058132,0.3102824,227.532,112.711,-1615.110,0.1851196,4,OK,227.594,112.774,-1614.961,OK,173.054,123.476,-1612.378,OK,167.870,47.328,-1603.333,OK,230.120,63.020,-1609.926
2,Port 1: NDI 8700340  s/n:34802401,805595272,1,OK,0.7273188,0.3611051,-0.5044445,0.2935066,215.376,64.894,-1631.519,0.1564289,4,OK,139.858,-64.506,-1578.087,OK,114.074,-105.503,-1566.426,OK,67.857,-132.497,-1549.257,OK,89.281,-189.445,-1552.707,Port 2: NDI 8700449  s/n:3532DC02,805595272,1,OK,0.6847998,0.2599415,-0.6059541,0.3103213,227.513,112.708,-1615.147,0.1908024,4,OK,227.569,112.768,-1614.985,OK,173.031,123.471,-1612.444,OK,167.858,47.323,-1603.396,OK,230.104,63.012,-1609.980
2,Port 1: NDI 8700340  s/n:34802401,805595275,1,OK,0.7273193,0.3616524,-0.5036911,0.2941249,215.031,64.802,-1631.599,0.1555157,4,OK,139.820,-64.736,-1578.039,OK,114.138,-105.781,-1566.397,OK,67.980,-132.860,-1549.132,OK,89.523,-189.760,-1552.591,Port 2: NDI 8700449  s/n:3532DC02,805595275,1,OK,0.6850097,0.2600591,-0.6057232,0.3102102,227.511,112.702,-1615.136,0.1940303,4,OK,227.574,112.763,-1614.970,OK,173.029,123.458,-1612.395,OK,167.853,47.317,-1603.343,OK,230.109,63.010,-1609.977
