Tools,Port 1: NDI 8700340  s/n:34802401,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 2: NDI 8700449  s/n:3532DC02,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
2,Port 1: NDI 8700340  s/n:34802401,499849606,1,OK,0.7758884,-0.0312855,-0.2538759,0.5766848,224.524,-135.234,-1562.767,0.2643182,4,OK,161.835,-157.452,-1418.803,OK,140.002,-169.615,-1374.750,OK,96.570,-173.611,-1339.995,OK,125.547,-198.844,-1292.456,Port 2: NDI 8700449  s/n:3532DC02,499849606,1,OK,0.6487403,-0.1476790,-0.7433766,-0.0686895,179.077,-89.235,-1532.394,0.3213860,4,OK,179.136,-89.253,-1532.029,OK,166.471,-35.797,-1541.179,OK,94.687,-63.023,-1545.485,OK,134.834,-112.412,-1534.796
2,Port 1: NDI 8700340  s/n:34802401,499849609,1,OK,0.7760690,-0.0312555,-0.2538628,0.5764493,224.540,-135.213,-1562.762,0.2530094,4,OK,161.856,-157.424,-1418.771,OK,140.020,-169.576,-1374.751,OK,96.591,-173.552,-1339.980,OK,125.571,-198.807,-1292.461,Port 2: NDI 8700449  s/n:3532DC02,499849609,1,OK,0.6484603,-0.1480474,-0.7435814,-0.0683225,179.071,-89.233,-1532.362,0.3402020,4,OK,179.132,-89.252,-1531.971,OK,166.472,-35.802,-1541.233,OK,94.688,-63.031,-1545.513,OK,134.827,-112.412,-1534.785
2,Port 1: NDI 8700340  s/n:34802401,499849612,1,OK,0.7761058,-0.0313288,-0.2537998,0.5764234,224.540,-135.219,-1562.757,0.2593298,4,OK,161.856,-157.397,-1418.771,OK,140.021,-169.539,-1374.720,OK,96.599,-173.505,-1339.969,OK,125.568,-198.754,-1292.444,Port 2: NDI 8700449  s/n:3532DC02,499849612,1,OK,0.6485914,-0.1479419,-0.7434748,-0.0684667,179.078,-89.231,-1532.372,0.3241164,4,OK,179.142,-89.246,-1532.003,OK,166.478,-35.800,-1541.203,OK,94.696,-63.022,-1545.501,OK,134.827,-112.406,-1534.774
2,Port 1: NDI 8700340  s/n:34802401,499849615,1,OK,0.7759649,-0.0314887,-0.2536865,0.5766542,224.558,-135.199,-1562.751,0.2500815,4,OK,161.867,-157.328,-1418.746,OK,140.042,-169.466,-1374.722,OK,96.625,-173.423,-1339.962,OK,125.595,-198.644,-1292.395,Port 2: NDI 8700449  s/n:3532DC02,499849615,1,OK,0.6486580,-0.1479740,-0.7434179,-0.0683833,179.079,-89.230,-1532.389,0.3186910,4,OK,179.141,-89.251,-1532.028,OK,166.477,-35.792,-1541.218,OK,94.691,-63.029,-1545.509,OK,134.829,-112.408,-1534.769
2,Port 1: NDI 8700340  s/n:34802401,499849618,1,OK,0.7761856,-0.0313990,-0.2538536,0.5762884,224.534,-135.230,-1562.753,0.2501341,4,OK,161.823,-157.382,-1418.765,OK,139.979,-169.538,-1374.758,OK,96.553,-173.476,-1339.981,OK,125.503,-198.741,-1292.438,Port 2: NDI 8700449  s/n:3532DC02,499849618,1,OK,0.6484807,-0.1480932,-0.7435542,-0.0683253,179.080,-89.227,-1532.366,0.3354537,4,OK,179.135,-89.244,-1531.980,OK,166.482,-35.802,-1541.234,OK,94.700,-63.018,-1545.514,OK,134.839,-112.399,-1534.780
2,Port 1: NDI 8700340  s/n:34802401,499849621,1,OK,0.7762864,-0.0314754,-0.2537337,0.5762013,224.552,-135.219,-1562.743,0.2552974,4,OK,161.852,-157.324,-1418.751,OK,140.016,-169.459,-1374.723,OK,96.594,-173.380,-1339.954,OK,125.538,-198.651,-1292.388,Port 2: NDI 8700449  s/n:3532DC02,499849621,1,OK,0.6486065,-0.1479113,-0.7434629,-0.0685190,179.080,-89.228,-1532.375,0.3339644,4,OK,179.141,-89.242,-1531.991,OK,166.484,-35.795,-1541.208,OK,94.698,-63.017,-1545.490,OK,134.829,-112.401,-1534.791
2,Port 1: NDI 8700340  s/n:34802401,499849624,1,OK,0.7765928,-0.0313528,-0.2533863,0.5759479,224.535,-135.214,-1562.760,0.2560750,4,OK,161.935,-157.274,-1418.713,OK,140.129,-169.374,-1374.649,OK,96.732,-173.273,-1339.864,OK,125.701,-198.554,-1292.340,Port 2: NDI 8700449  s/n:3532DC02,499849624,1,OK,0.6483473,-0.1478546,-0.7436992,-0.0685289,179.078,-89.228,-1532.355,0.3198533,4,OK,179.144,-89.250,-1531.993,OK,166.479,-35.792,-1541.184,OK,94.698,-63.024,-1545.544,OK,134.832,-112.403,-1534.781
2,Port 1: NDI 8700340  s/n:34802401,499849627,1,OK,0.7767150,-0.0310223,-0.2533829,0.5758026,224.511,-135.205,-1562.745,0.2555749,4,OK,161.980,-157.335,-1418.684,OK,140.182,-169.463,-1374.632,OK,96.791,-173.376,-1339.793,OK,125.782,-198.680,-1292.330,Port 2: NDI 8700449  s/n:3532DC02,499849627,1,OK,0.6486757,-0.1479597,-0.7434001,-0.0684402,179.079,-89.227,-1532.371,0.3257972,4,OK,179.140,-89.243,-1531.998,OK,166.478,-35.795,-1541.202,OK,94.695,-63.019,-1545.478,OK,134.828,-112.400,-1534.764
2,Port 1: NDI 8700340  s/n:34802401,499849630,1,OK,0.7767406,-0.0308587,-0.2530980,0.5759021,224.519,-135.214,-1562.764,0.2500661,4,OK,162.080,-157.334,-1418.653,OK,140.318,-169.469,-1374.608,OK,96.957,-173.377,-1339.736,OK,125.976,-198.681,-1292.255,Port 2: NDI 8700449  s/n:3532DC02,499849630,1,OK,0.6485237,-0.1479172,-0.7435372,-0.0684824,179.082,-89.227,-1532.375,0.3255113,4,OK,179.145,-89.244,-1532.004,OK,166.484,-35.792,-1541.207,OK,94.700,-63.022,-1545.517,OK,134.831,-112.400,-1534.786
2,Port 1: NDI 8700340  s/n:34802401,499849633,1,OK,0.7766483,-0.0308025,-0.2527548,0.5761802,224.530,-135.218,-1562.759,0.2616142,4,OK,162.188,-157.311,-1418.617,OK,140.448,-169.427,-1374.509,OK,97.116,-173.350,-1339.647,OK,126.178,-198.615,-1292.175,Port 2: NDI 8700449  s/n:3532DC02,499849633,1,OK,0.6485111,-0.1480842,-0.7435276,-0.0683459,179.079,-89.229,-1532.362,0.3325174,4,OK,179.143,-89.248,-1531.980,OK,166.481,-35.798,-1541.224,OK,94.701,-63.019,-1545.505,OK,134.829,-112.402,-1534.770
