Tools,Port 1: NDI 8700340  s/n:34802401,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 2: NDI 8700449  s/n:3532DC02,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
2,Port 1: NDI 8700340  s/n:34802401,499857820,1,OK,0.4577433,-0.1041284,-0.8430093,0.2626093,127.387,-84.026,-1678.929,0.3233477,4,OK,-13.233,-132.373,-1734.543,OK,-54.526,-149.758,-1757.459,OK,-97.881,-146.131,-1792.763,OK,-123.342,-200.336,-1781.176,Port 2: NDI 8700449  s/n:3532DC02,499857820,1,OK,0.6493426,-0.1488497,-0.7426298,-0.0685491,179.204,-89.128,-1532.134,0.3276572,4,OK,179.262,-89.142,-1531.760,OK,166.674,-35.680,-1540.976,OK,94.832,-62.796,-1545.082,OK,134.912,-112.231,-1534.420
2,Port 1: NDI 8700340  s/n:34802401,499857823,1,OK,0.4577091,-0.1041676,-0.8428906,0.2630341,127.373,-84.042,-1678.886,0.3499746,4,OK,-13.233,-132.484,-1734.412,OK,-54.524,-149.895,-1757.377,OK,-97.907,-146.303,-1792.652,OK,-123.325,-200.518,-1780.991,Port 2: NDI 8700449  s/n:3532DC02,499857823,1,OK,0.6491031,-0.1488894,-0.7428309,-0.0685516,179.199,-89.144,-1532.127,0.3280880,4,OK,179.260,-89.157,-1531.753,OK,166.675,-35.699,-1540.985,OK,94.834,-62.807,-1545.132,OK,134.910,-112.249,-1534.436
2,Port 1: NDI 8700340  s/n:34802401,499857826,1,OK,0.4577668,-0.1042445,-0.8428729,0.2629599,127.422,-84.024,-1678.991,0.3263179,4,OK,-13.219,-132.435,-1734.541,OK,-54.504,-149.822,-1757.463,OK,-97.846,-146.233,-1792.724,OK,-123.309,-200.432,-1781.098,Port 2: NDI 8700449  s/n:3532DC02,499857826,1,OK,0.6489760,-0.1487367,-0.7429634,-0.0686511,179.194,-89.137,-1532.106,0.3179355,4,OK,179.254,-89.153,-1531.746,OK,166.665,-35.692,-1540.944,OK,94.833,-62.808,-1545.146,OK,134.909,-112.242,-1534.428
2,Port 1: NDI 8700340  s/n:34802401,499857829,1,OK,0.4573790,-0.1046495,-0.8429513,0.2632225,127.447,-84.012,-1679.093,0.3403815,4,OK,-13.165,-132.450,-1734.711,OK,-54.428,-149.842,-1757.696,OK,-97.740,-146.257,-1792.977,OK,-123.202,-200.449,-1781.303,Port 2: NDI 8700449  s/n:3532DC02,499857829,1,OK,0.6492133,-0.1488743,-0.7427351,-0.0685786,179.198,-89.128,-1532.122,0.3284697,4,OK,179.260,-89.144,-1531.748,OK,166.675,-35.680,-1540.970,OK,94.829,-62.790,-1545.100,OK,134.906,-112.229,-1534.422
2,Port 1: NDI 8700340  s/n:34802401,499857832,1,OK,0.4569227,-0.1047444,-0.8432570,0.2629981,127.420,-84.045,-1678.955,0.3395447,4,OK,-13.112,-132.446,-1734.750,OK,-54.361,-149.832,-1757.770,OK,-97.655,-146.246,-1793.129,OK,-123.130,-200.431,-1781.505,Port 2: NDI 8700449  s/n:3532DC02,499857832,1,OK,0.6494284,-0.1486728,-0.7425724,-0.0687410,179.201,-89.147,-1532.154,0.3215384,4,OK,179.257,-89.158,-1531.789,OK,166.669,-35.696,-1540.961,OK,94.831,-62.807,-1545.083,OK,134.909,-112.253,-1534.441
2,Port 1: NDI 8700340  s/n:34802401,499857835,1,OK,0.4568422,-0.1054408,-0.8431467,0.2632128,127.431,-84.013,-1679.049,0.3244670,4,OK,-13.135,-132.348,-1734.863,OK,-54.387,-149.714,-1757.821,OK,-97.671,-146.108,-1793.256,OK,-123.178,-200.267,-1781.559,Port 2: NDI 8700449  s/n:3532DC02,499857835,1,OK,0.6492754,-0.1486273,-0.7427131,-0.0687647,179.202,-89.136,-1532.128,0.3302180,4,OK,179.264,-89.150,-1531.751,OK,166.670,-35.687,-1540.945,OK,94.830,-62.801,-1545.086,OK,134.912,-112.240,-1534.444
2,Port 1: NDI 8700340  s/n:34802401,499857838,1,OK,0.4571289,-0.1054122,-0.8430113,0.2631604,127.442,-84.021,-1679.077,0.3469892,4,OK,-13.175,-132.322,-1734.783,OK,-54.437,-149.684,-1757.807,OK,-97.727,-146.069,-1793.127,OK,-123.255,-200.217,-1781.438,Port 2: NDI 8700449  s/n:3532DC02,499857838,1,OK,0.6492175,-0.1485607,-0.7427710,-0.0688301,179.200,-89.135,-1532.117,0.3176551,4,OK,179.262,-89.152,-1531.755,OK,166.664,-35.685,-1540.918,OK,94.836,-62.800,-1545.095,OK,134.911,-112.235,-1534.431
2,Port 1: NDI 8700340  s/n:34802401,499857841,1,OK,0.4574873,-0.1047489,-0.8429370,0.2630404,127.437,-84.029,-1679.045,0.3258275,4,OK,-13.183,-132.390,-1734.674,OK,-54.470,-149.767,-1757.604,OK,-97.792,-146.163,-1792.930,OK,-123.279,-200.348,-1781.270,Port 2: NDI 8700449  s/n:3532DC02,499857841,1,OK,0.6491988,-0.1486196,-0.7427803,-0.0687787,179.198,-89.138,-1532.131,0.3206042,4,OK,179.260,-89.153,-1531.769,OK,166.668,-35.686,-1540.942,OK,94.830,-62.800,-1545.115,OK,134.910,-112.249,-1534.443
2,Port 1: NDI 8700340  s/n:34802401,499857844,1,OK,0.4575939,-0.1048358,-0.8429396,0.2628120,127.417,-84.009,-1678.995,0.3243948,4,OK,-13.227,-132.294,-1734.630,OK,-54.520,-149.640,-1757.559,OK,-97.847,-146.024,-1792.877,OK,-123.360,-200.188,-1781.244,Port 2: NDI 8700449  s/n:3532DC02,499857844,1,OK,0.6491930,-0.1486993,-0.7427742,-0.0687271,179.198,-89.129,-1532.103,0.3174933,4,OK,179.263,-89.148,-1531.744,OK,166.668,-35.677,-1540.921,OK,94.832,-62.792,-1545.092,OK,134.906,-112.230,-1534.407
2,Port 1: NDI 8700340  s/n:34802401,499857847,1,OK,0.4575401,-0.1051381,-0.8428255,0.2631506,127.405,-84.018,-1678.951,0.3588355,4,OK,-13.244,-132.327,-1734.513,OK,-54.530,-149.691,-1757.524,OK,-97.879,-146.088,-1792.793,OK,-123.382,-200.240,-1781.094,Port 2: NDI 8700449  s/n:3532DC02,499857847,1,OK,0.6494701,-0.1487289,-0.7425276,-0.0687102,179.205,-89.136,-1532.129,0.3114744,4,OK,179.272,-89.153,-1531.779,OK,166.670,-35.687,-1540.929,OK,94.830,-62.793,-1545.059,OK,134.910,-112.235,-1534.394
